Agency,SKU,Volume
Agency_23,SKU_06,0
Agency_34,SKU_20,0
Agency_24,SKU_02,0
Agency_40,SKU_06,0
Agency_42,SKU_32,0
Agency_08,SKU_02,0
Agency_35,SKU_26,0
Agency_13,SKU_18,0
Agency_40,SKU_27,0
Agency_07,SKU_04,0
Agency_56,SKU_12,0
Agency_11,SKU_14,0
Agency_21,SKU_28,0
Agency_18,SKU_08,0
Agency_50,SKU_12,0
Agency_60,SKU_21,0
Agency_17,SKU_28,0
Agency_29,SKU_06,0
Agency_56,SKU_14,0
Agency_11,SKU_24,0
Agency_26,SKU_21,0
Agency_08,SKU_24,0
Agency_01,SKU_32,0
Agency_33,SKU_22,0
Agency_02,SKU_34,0
Agency_47,SKU_07,0
Agency_41,SKU_14,0
Agency_01,SKU_26,0
Agency_42,SKU_05,0
Agency_03,SKU_18,0
Agency_36,SKU_02,0
Agency_10,SKU_26,0
Agency_40,SKU_08,0
Agency_31,SKU_06,0
Agency_35,SKU_12,0
Agency_07,SKU_03,0
Agency_37,SKU_04,0
Agency_08,SKU_23,0
Agency_31,SKU_26,0
Agency_50,SKU_08,0
Agency_37,SKU_28,0
Agency_08,SKU_03,0
Agency_44,SKU_05,0
Agency_50,SKU_03,0
Agency_31,SKU_02,0
Agency_16,SKU_12,0
Agency_49,SKU_03,0
Agency_32,SKU_12,0
Agency_54,SKU_14,0
Agency_38,SKU_23,0
Agency_11,SKU_28,0
Agency_02,SKU_32,0
Agency_16,SKU_06,0
Agency_08,SKU_08,0
Agency_01,SKU_06,0
Agency_29,SKU_21,0
Agency_02,SKU_05,0
Agency_29,SKU_26,0
Agency_48,SKU_06,0
Agency_25,SKU_27,0
Agency_54,SKU_07,0
Agency_16,SKU_23,0
Agency_54,SKU_15,0
Agency_49,SKU_18,0
Agency_55,SKU_12,0
Agency_41,SKU_12,0
Agency_23,SKU_18,0
Agency_46,SKU_21,0
Agency_50,SKU_28,0
Agency_40,SKU_02,0
Agency_31,SKU_20,0
Agency_37,SKU_01,0
Agency_07,SKU_21,0
Agency_59,SKU_15,0
Agency_17,SKU_03,0
Agency_17,SKU_14,0
Agency_10,SKU_14,0
Agency_58,SKU_07,0
Agency_31,SKU_22,0
Agency_18,SKU_20,0
Agency_23,SKU_01,0
Agency_20,SKU_14,0
Agency_34,SKU_12,0
Agency_57,SKU_20,0
Agency_40,SKU_31,0
Agency_02,SKU_27,0
Agency_59,SKU_34,0
Agency_60,SKU_31,0
Agency_12,SKU_12,0
Agency_25,SKU_14,0
Agency_58,SKU_23,0
Agency_60,SKU_02,0
Agency_30,SKU_24,0
Agency_02,SKU_21,0
Agency_60,SKU_27,0
Agency_37,SKU_11,0
Agency_49,SKU_01,0
Agency_48,SKU_07,0
Agency_13,SKU_04,0
Agency_45,SKU_12,0
Agency_44,SKU_02,0
Agency_02,SKU_22,0
Agency_56,SKU_20,0
Agency_40,SKU_15,0
Agency_54,SKU_28,0
Agency_46,SKU_02,0
Agency_39,SKU_34,0
Agency_31,SKU_01,0
Agency_04,SKU_23,0
Agency_03,SKU_26,0
Agency_33,SKU_24,0
Agency_42,SKU_24,0
Agency_02,SKU_18,0
Agency_57,SKU_18,0
Agency_09,SKU_01,0
Agency_38,SKU_27,0
Agency_30,SKU_31,0
Agency_43,SKU_05,0
Agency_36,SKU_24,0
Agency_20,SKU_18,0
Agency_56,SKU_27,0
Agency_53,SKU_12,0
Agency_41,SKU_24,0
Agency_12,SKU_21,0
Agency_37,SKU_20,0
Agency_37,SKU_22,0
Agency_27,SKU_02,0
Agency_27,SKU_11,0
Agency_57,SKU_22,0
Agency_59,SKU_27,0
Agency_28,SKU_12,0
Agency_19,SKU_02,0
Agency_48,SKU_24,0
Agency_50,SKU_17,0
Agency_46,SKU_11,0
Agency_12,SKU_31,0
Agency_42,SKU_28,0
Agency_37,SKU_14,0
Agency_20,SKU_15,0
Agency_35,SKU_24,0
Agency_43,SKU_27,0
Agency_34,SKU_21,0
Agency_25,SKU_03,0
Agency_57,SKU_07,0
Agency_02,SKU_23,0
Agency_58,SKU_22,0
Agency_13,SKU_27,0
Agency_24,SKU_20,0
Agency_58,SKU_08,0
Agency_05,SKU_03,0
Agency_19,SKU_12,0
Agency_04,SKU_32,0
Agency_11,SKU_05,0
Agency_43,SKU_18,0
Agency_02,SKU_08,0
Agency_39,SKU_31,0
Agency_12,SKU_26,0
Agency_33,SKU_06,0
Agency_01,SKU_27,0
Agency_37,SKU_05,0
Agency_48,SKU_05,0
Agency_05,SKU_20,0
Agency_31,SKU_07,0
Agency_16,SKU_07,0
Agency_32,SKU_31,0
Agency_43,SKU_14,0
Agency_13,SKU_05,0
Agency_56,SKU_17,0
Agency_18,SKU_27,0
Agency_51,SKU_01,0
Agency_47,SKU_23,0
Agency_33,SKU_32,0
Agency_13,SKU_15,0
Agency_53,SKU_20,0
Agency_57,SKU_32,0
Agency_37,SKU_15,0
Agency_37,SKU_17,0
Agency_10,SKU_32,0
Agency_36,SKU_11,0
Agency_24,SKU_04,0
Agency_54,SKU_26,0
Agency_23,SKU_14,0
Agency_40,SKU_21,0
Agency_20,SKU_31,0
Agency_09,SKU_18,0
Agency_46,SKU_15,0
Agency_17,SKU_23,0
Agency_40,SKU_12,0
Agency_24,SKU_27,0
Agency_20,SKU_21,0
Agency_12,SKU_07,0
Agency_26,SKU_17,0
Agency_21,SKU_21,0
Agency_58,SKU_05,0
Agency_54,SKU_11,0
Agency_59,SKU_31,0
Agency_58,SKU_26,0
Agency_29,SKU_20,0
Agency_16,SKU_21,0
Agency_46,SKU_18,0
Agency_40,SKU_24,0
Agency_16,SKU_18,0
Agency_46,SKU_17,0
Agency_33,SKU_03,0
Agency_57,SKU_01,0
Agency_53,SKU_17,0
Agency_53,SKU_03,0
Agency_22,SKU_15,0
Agency_35,SKU_03,0
Agency_35,SKU_34,0
Agency_49,SKU_22,0
Agency_11,SKU_01,0
Agency_34,SKU_05,0
Agency_53,SKU_11,0
Agency_24,SKU_22,0
Agency_44,SKU_15,0
Agency_01,SKU_12,0
Agency_03,SKU_03,0
Agency_52,SKU_18,0
Agency_44,SKU_22,0
Agency_30,SKU_21,0
Agency_17,SKU_06,0
Agency_42,SKU_12,0
Agency_32,SKU_15,0
Agency_03,SKU_17,0
Agency_56,SKU_15,0
Agency_44,SKU_31,0
Agency_36,SKU_03,0
Agency_10,SKU_03,0
Agency_48,SKU_18,0
Agency_43,SKU_06,0
Agency_23,SKU_17,0
Agency_50,SKU_14,0
Agency_18,SKU_28,0
Agency_49,SKU_08,0
Agency_04,SKU_22,0
Agency_10,SKU_01,0
Agency_32,SKU_23,0
Agency_07,SKU_32,0
Agency_53,SKU_02,0
Agency_23,SKU_02,0
Agency_02,SKU_04,0
Agency_53,SKU_14,0
Agency_27,SKU_18,0
Agency_38,SKU_22,0
Agency_18,SKU_03,0
Agency_59,SKU_14,0
Agency_12,SKU_03,0
Agency_58,SKU_03,0
Agency_26,SKU_03,0
Agency_25,SKU_06,0
Agency_55,SKU_24,0
Agency_58,SKU_17,0
Agency_51,SKU_22,0
Agency_03,SKU_24,0
Agency_50,SKU_22,0
Agency_22,SKU_20,0
Agency_23,SKU_20,0
Agency_51,SKU_06,0
Agency_34,SKU_04,0
Agency_25,SKU_08,0
Agency_15,SKU_20,0
Agency_45,SKU_11,0
Agency_38,SKU_07,0
Agency_08,SKU_18,0
Agency_23,SKU_04,0
Agency_27,SKU_07,0
Agency_49,SKU_21,0
Agency_29,SKU_03,0
Agency_60,SKU_05,0
Agency_21,SKU_26,0
Agency_52,SKU_11,0
Agency_13,SKU_12,0
Agency_23,SKU_27,0
Agency_39,SKU_28,0
Agency_25,SKU_05,0
Agency_49,SKU_23,0
Agency_45,SKU_26,0
Agency_55,SKU_32,0
Agency_60,SKU_08,0
Agency_11,SKU_27,0
Agency_27,SKU_08,0
Agency_50,SKU_20,0
Agency_21,SKU_06,0
Agency_28,SKU_04,0
Agency_03,SKU_04,0
Agency_40,SKU_34,0
Agency_48,SKU_21,0
Agency_08,SKU_12,0
Agency_23,SKU_22,0
Agency_48,SKU_32,0
Agency_49,SKU_27,0
Agency_42,SKU_17,0
Agency_40,SKU_32,0
Agency_52,SKU_23,0
Agency_30,SKU_12,0
Agency_23,SKU_21,0
Agency_52,SKU_26,0
Agency_28,SKU_11,0
Agency_47,SKU_12,0
Agency_17,SKU_11,0
Agency_17,SKU_32,0
Agency_59,SKU_23,0
Agency_23,SKU_08,0
Agency_28,SKU_18,0
Agency_33,SKU_08,0
Agency_26,SKU_14,0
Agency_25,SKU_11,0
Agency_49,SKU_15,0
Agency_16,SKU_14,0
Agency_54,SKU_06,0
Agency_18,SKU_22,0
Agency_42,SKU_03,0
Agency_42,SKU_01,0
Agency_34,SKU_24,0
Agency_20,SKU_11,0
Agency_53,SKU_07,0
Agency_58,SKU_28,0
Agency_47,SKU_15,0
Agency_54,SKU_02,0
Agency_08,SKU_34,0
Agency_01,SKU_01,0
Agency_01,SKU_14,0
Agency_57,SKU_03,0
Agency_36,SKU_22,0
Agency_13,SKU_06,0
Agency_05,SKU_27,0
Agency_44,SKU_27,0
Agency_04,SKU_31,0
Agency_09,SKU_22,0
Agency_35,SKU_22,0
Agency_09,SKU_11,0
Agency_10,SKU_07,0
Agency_39,SKU_21,0
Agency_35,SKU_18,0
Agency_34,SKU_34,0
Agency_38,SKU_20,0
Agency_31,SKU_03,0
Agency_30,SKU_18,0
Agency_48,SKU_02,0
Agency_26,SKU_01,0
Agency_49,SKU_14,0
Agency_30,SKU_07,0
Agency_25,SKU_32,0
Agency_02,SKU_03,0
Agency_57,SKU_06,0
Agency_12,SKU_15,0
Agency_13,SKU_11,0
Agency_33,SKU_11,0
Agency_02,SKU_02,0
Agency_25,SKU_24,0
Agency_18,SKU_34,0
Agency_34,SKU_23,0
Agency_31,SKU_31,0
Agency_13,SKU_22,0
Agency_08,SKU_17,0
Agency_50,SKU_18,0
Agency_03,SKU_08,0
Agency_55,SKU_21,0
Agency_41,SKU_02,0
Agency_50,SKU_26,0
Agency_18,SKU_18,0
Agency_51,SKU_28,0
Agency_10,SKU_22,0
Agency_56,SKU_03,0
Agency_10,SKU_24,0
Agency_22,SKU_04,0
Agency_13,SKU_03,0
Agency_42,SKU_14,0
Agency_12,SKU_08,0
Agency_60,SKU_06,0
Agency_21,SKU_03,0
Agency_15,SKU_17,0
Agency_15,SKU_18,0
Agency_39,SKU_06,0
Agency_59,SKU_21,0
Agency_49,SKU_05,0
Agency_12,SKU_06,0
Agency_18,SKU_04,0
Agency_30,SKU_05,0
Agency_13,SKU_31,0
Agency_07,SKU_18,0
Agency_02,SKU_07,0
Agency_32,SKU_34,0
Agency_20,SKU_06,0
Agency_19,SKU_04,0
Agency_08,SKU_26,0
Agency_54,SKU_17,0
Agency_52,SKU_04,0
Agency_20,SKU_01,0
Agency_04,SKU_08,0
Agency_23,SKU_23,0
Agency_52,SKU_02,0
Agency_22,SKU_27,0
Agency_55,SKU_26,0
Agency_19,SKU_17,0
Agency_44,SKU_11,0
Agency_39,SKU_08,0
Agency_41,SKU_06,0
Agency_58,SKU_21,0
Agency_54,SKU_21,0
Agency_19,SKU_20,0
Agency_59,SKU_07,0
Agency_43,SKU_22,0
Agency_51,SKU_27,0
Agency_55,SKU_04,0
Agency_09,SKU_24,0
Agency_33,SKU_27,0
Agency_15,SKU_04,0
Agency_02,SKU_31,0
Agency_41,SKU_07,0
Agency_01,SKU_24,0
Agency_11,SKU_31,0
Agency_10,SKU_21,0
Agency_37,SKU_34,0
Agency_29,SKU_34,0
Agency_19,SKU_05,0
Agency_48,SKU_34,0
Agency_22,SKU_24,0
Agency_09,SKU_07,0
Agency_12,SKU_20,0
Agency_42,SKU_23,0
Agency_38,SKU_04,0
Agency_01,SKU_07,0
Agency_47,SKU_20,0
Agency_39,SKU_04,0
Agency_19,SKU_24,0
Agency_51,SKU_20,0
Agency_09,SKU_32,0
Agency_38,SKU_15,0
Agency_57,SKU_31,0
Agency_36,SKU_12,0
Agency_30,SKU_26,0
Agency_53,SKU_27,0
Agency_17,SKU_34,0
Agency_60,SKU_26,0
Agency_55,SKU_06,0
Agency_38,SKU_26,0
Agency_02,SKU_14,0
Agency_56,SKU_08,0
Agency_60,SKU_23,0
Agency_58,SKU_20,0
Agency_56,SKU_06,0
Agency_48,SKU_01,0
Agency_20,SKU_32,0
Agency_04,SKU_28,0
Agency_22,SKU_32,0
Agency_59,SKU_18,0
Agency_48,SKU_08,0
Agency_02,SKU_24,0
Agency_52,SKU_14,0
Agency_04,SKU_27,0
Agency_58,SKU_01,0
Agency_55,SKU_01,0
Agency_11,SKU_02,0
Agency_35,SKU_01,0
Agency_47,SKU_14,0
Agency_38,SKU_28,0
Agency_44,SKU_28,0
Agency_15,SKU_05,0
Agency_05,SKU_14,0
Agency_28,SKU_24,0
Agency_51,SKU_24,0
Agency_05,SKU_23,0
Agency_55,SKU_20,0
Agency_08,SKU_11,0
Agency_18,SKU_15,0
Agency_50,SKU_24,0
Agency_41,SKU_08,0
Agency_30,SKU_01,0
Agency_25,SKU_22,0
Agency_34,SKU_18,0
Agency_28,SKU_26,0
Agency_30,SKU_27,0
Agency_25,SKU_07,0
Agency_28,SKU_34,0
Agency_45,SKU_15,0
Agency_15,SKU_22,0
Agency_40,SKU_20,0
Agency_44,SKU_03,0
Agency_31,SKU_14,0
Agency_56,SKU_28,0
Agency_22,SKU_21,0
Agency_47,SKU_06,0
Agency_35,SKU_02,0
Agency_15,SKU_32,0
Agency_01,SKU_23,0
Agency_15,SKU_23,0
Agency_32,SKU_26,0
Agency_39,SKU_23,0
Agency_27,SKU_12,0
Agency_52,SKU_08,0
Agency_01,SKU_17,0
Agency_59,SKU_32,0
Agency_22,SKU_12,0
Agency_50,SKU_21,0
Agency_21,SKU_11,0
Agency_49,SKU_34,0
Agency_11,SKU_21,0
Agency_09,SKU_04,0
Agency_04,SKU_24,0
Agency_56,SKU_34,0
Agency_10,SKU_20,0
Agency_53,SKU_24,0
Agency_55,SKU_15,0
Agency_02,SKU_15,0
Agency_51,SKU_18,0
Agency_36,SKU_04,0
Agency_33,SKU_20,0
Agency_58,SKU_18,0
Agency_42,SKU_31,0
Agency_34,SKU_28,0
Agency_50,SKU_04,0
Agency_43,SKU_12,0
Agency_16,SKU_22,0
Agency_46,SKU_08,0
Agency_04,SKU_02,0
Agency_44,SKU_08,0
Agency_01,SKU_03,0
Agency_35,SKU_28,0
Agency_30,SKU_34,0
Agency_02,SKU_28,0
Agency_12,SKU_18,0
Agency_22,SKU_23,0
Agency_27,SKU_06,0
Agency_01,SKU_31,0
Agency_19,SKU_14,0
Agency_29,SKU_14,0
Agency_29,SKU_02,0
Agency_01,SKU_05,0
Agency_33,SKU_15,0
Agency_58,SKU_32,0
Agency_52,SKU_06,0
Agency_55,SKU_34,0
Agency_07,SKU_08,0
Agency_60,SKU_34,0
Agency_18,SKU_21,0
Agency_05,SKU_06,0
Agency_46,SKU_01,0
Agency_39,SKU_03,0
Agency_32,SKU_18,0
Agency_56,SKU_32,0
Agency_21,SKU_05,0
Agency_17,SKU_08,0
Agency_03,SKU_14,0
Agency_32,SKU_07,0
Agency_13,SKU_08,0
Agency_24,SKU_01,0
Agency_48,SKU_20,0
Agency_58,SKU_11,0
Agency_19,SKU_08,0
Agency_49,SKU_24,0
Agency_07,SKU_05,0
Agency_57,SKU_02,0
Agency_27,SKU_27,0
Agency_43,SKU_23,0
Agency_20,SKU_12,0
Agency_31,SKU_15,0
Agency_45,SKU_27,0
Agency_33,SKU_17,0
Agency_48,SKU_27,0
Agency_30,SKU_06,0
Agency_37,SKU_12,0
Agency_27,SKU_31,0
Agency_32,SKU_21,0
Agency_18,SKU_06,0
Agency_15,SKU_15,0
Agency_17,SKU_05,0
Agency_08,SKU_31,0
Agency_17,SKU_18,0
Agency_05,SKU_32,0
Agency_07,SKU_06,0
Agency_53,SKU_08,0
Agency_05,SKU_11,0
Agency_05,SKU_04,0
Agency_33,SKU_05,0
Agency_19,SKU_34,0
Agency_13,SKU_01,0
Agency_18,SKU_26,0
Agency_44,SKU_24,0
Agency_47,SKU_34,0
Agency_19,SKU_28,0
Agency_19,SKU_21,0
Agency_50,SKU_07,0
Agency_28,SKU_22,0
Agency_46,SKU_14,0
Agency_53,SKU_34,0
Agency_20,SKU_08,0
Agency_45,SKU_08,0
Agency_22,SKU_26,0
Agency_01,SKU_15,0
Agency_26,SKU_04,0
Agency_19,SKU_26,0
Agency_07,SKU_11,0
Agency_18,SKU_24,0
Agency_46,SKU_12,0
Agency_44,SKU_04,0
Agency_39,SKU_14,0
Agency_33,SKU_04,0
Agency_35,SKU_21,0
Agency_34,SKU_15,0
Agency_45,SKU_02,0
Agency_44,SKU_14,0
Agency_24,SKU_18,0
Agency_03,SKU_11,0
Agency_28,SKU_14,0
Agency_59,SKU_04,0
Agency_27,SKU_28,0
Agency_03,SKU_20,0
Agency_53,SKU_31,0
Agency_13,SKU_28,0
Agency_27,SKU_32,0
Agency_10,SKU_17,0
Agency_10,SKU_06,0
Agency_58,SKU_04,0
Agency_01,SKU_18,0
Agency_07,SKU_27,0
Agency_29,SKU_22,0
Agency_57,SKU_11,0
Agency_09,SKU_14,0
Agency_39,SKU_32,0
Agency_12,SKU_14,0
Agency_09,SKU_02,0
Agency_12,SKU_24,0
Agency_10,SKU_12,0
Agency_28,SKU_21,0
Agency_05,SKU_08,0
Agency_32,SKU_02,0
Agency_57,SKU_17,0
Agency_35,SKU_05,0
Agency_17,SKU_17,0
Agency_18,SKU_01,0
Agency_04,SKU_12,0
Agency_25,SKU_15,0
Agency_21,SKU_24,0
Agency_42,SKU_02,0
Agency_60,SKU_07,0
Agency_59,SKU_12,0
Agency_45,SKU_20,0
Agency_26,SKU_26,0
Agency_17,SKU_22,0
Agency_13,SKU_34,0
Agency_56,SKU_04,0
Agency_25,SKU_04,0
Agency_32,SKU_03,0
Agency_42,SKU_34,0
Agency_22,SKU_11,0
Agency_17,SKU_26,0
Agency_13,SKU_20,0
Agency_59,SKU_17,0
Agency_12,SKU_17,0
Agency_30,SKU_20,0
Agency_03,SKU_22,0
Agency_49,SKU_02,0
Agency_08,SKU_01,0
Agency_22,SKU_14,0
Agency_26,SKU_27,0
Agency_55,SKU_08,0
Agency_32,SKU_11,0
Agency_25,SKU_21,0
Agency_53,SKU_15,0
Agency_30,SKU_11,0
Agency_60,SKU_14,0
Agency_16,SKU_11,0
Agency_22,SKU_22,0
Agency_11,SKU_22,0
Agency_44,SKU_12,0
Agency_05,SKU_34,0
Agency_48,SKU_26,0
Agency_23,SKU_11,0
Agency_36,SKU_15,0
Agency_34,SKU_11,0
Agency_47,SKU_24,0
Agency_15,SKU_34,0
Agency_52,SKU_12,0
Agency_05,SKU_24,0
Agency_47,SKU_08,0
Agency_35,SKU_15,0
Agency_02,SKU_01,0
Agency_39,SKU_20,0
Agency_29,SKU_17,0
Agency_27,SKU_22,0
Agency_20,SKU_03,0
Agency_56,SKU_01,0
Agency_24,SKU_24,0
Agency_41,SKU_21,0
Agency_24,SKU_32,0
Agency_20,SKU_34,0
Agency_09,SKU_28,0
Agency_40,SKU_11,0
Agency_58,SKU_31,0
Agency_35,SKU_11,0
Agency_09,SKU_34,0
Agency_26,SKU_08,0
Agency_16,SKU_03,0
Agency_09,SKU_31,0
Agency_04,SKU_01,0
Agency_39,SKU_26,0
Agency_55,SKU_31,0
Agency_39,SKU_27,0
Agency_34,SKU_31,0
Agency_43,SKU_17,0
Agency_43,SKU_31,0
Agency_27,SKU_23,0
Agency_23,SKU_28,0
Agency_30,SKU_32,0
Agency_23,SKU_03,0
Agency_13,SKU_24,0
Agency_48,SKU_14,0
Agency_46,SKU_23,0
Agency_60,SKU_12,0
Agency_15,SKU_03,0
Agency_60,SKU_32,0
Agency_41,SKU_32,0
Agency_31,SKU_28,0
Agency_26,SKU_06,0
Agency_40,SKU_01,0
Agency_04,SKU_06,0
Agency_51,SKU_12,0
Agency_29,SKU_04,0
Agency_57,SKU_05,0
Agency_37,SKU_21,0
Agency_10,SKU_34,0
Agency_23,SKU_31,0
